index,fPath1,fPath2,label,test_label
27,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415613_-00780.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415673_-00720.jpg,0,False
28,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415673_-00720.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415733_-00660.jpg,0,False
29,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415733_-00660.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415793_-00600.jpg,0,False
30,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415793_-00600.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415853_-00540.jpg,0,False
31,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415853_-00540.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415913_-00480.jpg,0,False
32,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415913_-00480.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415973_-00420.jpg,0,False
33,../data/train_data_set/20170625-BBM-bm-n-mobo/1498415973_-00420.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416033_-00360.jpg,0,False
34,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416033_-00360.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416093_-00300.jpg,0,False
35,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416093_-00300.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416153_-00240.jpg,0,False
36,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416153_-00240.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416213_-00180.jpg,0,False
37,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416213_-00180.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416273_-00120.jpg,0,False
38,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416273_-00120.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416333_-00060.jpg,0,False
39,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416333_-00060.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416393_+00000.jpg,0,False
40,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416393_+00000.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416453_+00060.jpg,0,False
41,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416453_+00060.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416513_+00120.jpg,0,False
42,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416513_+00120.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416573_+00180.jpg,0,False
43,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416573_+00180.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416633_+00240.jpg,1,False
44,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416633_+00240.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416693_+00300.jpg,1,False
45,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416693_+00300.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416753_+00360.jpg,1,False
46,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416753_+00360.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416813_+00420.jpg,1,False
47,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416813_+00420.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416873_+00480.jpg,1,False
48,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416873_+00480.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416933_+00540.jpg,1,False
49,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416933_+00540.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416993_+00600.jpg,1,False
50,../data/train_data_set/20170625-BBM-bm-n-mobo/1498416993_+00600.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417053_+00660.jpg,1,False
51,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417053_+00660.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417113_+00720.jpg,1,False
52,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417113_+00720.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417173_+00780.jpg,1,False
53,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417173_+00780.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417233_+00840.jpg,1,False
54,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417233_+00840.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417293_+00900.jpg,1,False
55,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417293_+00900.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417353_+00960.jpg,1,False
56,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417353_+00960.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417413_+01020.jpg,1,False
57,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417413_+01020.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417473_+01080.jpg,1,False
58,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417473_+01080.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417533_+01140.jpg,1,False
59,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417533_+01140.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417593_+01200.jpg,1,False
60,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417593_+01200.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417653_+01260.jpg,1,False
61,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417653_+01260.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417713_+01320.jpg,1,False
62,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417713_+01320.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417773_+01380.jpg,1,False
63,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417773_+01380.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417833_+01440.jpg,1,False
64,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417833_+01440.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417893_+01500.jpg,1,False
65,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417893_+01500.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417953_+01560.jpg,1,False
66,../data/train_data_set/20170625-BBM-bm-n-mobo/1498417953_+01560.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418013_+01620.jpg,1,False
67,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418013_+01620.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418073_+01680.jpg,1,False
68,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418073_+01680.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418133_+01740.jpg,1,False
69,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418133_+01740.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418193_+01800.jpg,1,False
70,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418193_+01800.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418253_+01860.jpg,1,False
71,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418253_+01860.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418313_+01920.jpg,1,False
72,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418313_+01920.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418373_+01980.jpg,1,False
73,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418373_+01980.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418433_+02040.jpg,1,False
74,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418433_+02040.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418493_+02100.jpg,1,False
75,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418493_+02100.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418553_+02160.jpg,1,False
76,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418553_+02160.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418613_+02220.jpg,1,False
77,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418613_+02220.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418673_+02280.jpg,1,False
78,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418673_+02280.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418733_+02340.jpg,1,False
79,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418733_+02340.jpg,../data/train_data_set/20170625-BBM-bm-n-mobo/1498418793_+02400.jpg,1,False
80,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544463_-01800.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544523_-01740.jpg,0,False
81,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544523_-01740.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544583_-01680.jpg,0,False
82,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544583_-01680.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544643_-01620.jpg,0,False
83,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544643_-01620.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544703_-01560.jpg,0,False
84,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544703_-01560.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544763_-01500.jpg,0,False
85,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544763_-01500.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544823_-01440.jpg,0,False
86,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544823_-01440.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544883_-01380.jpg,0,False
87,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544883_-01380.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544943_-01320.jpg,0,False
88,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499544943_-01320.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545003_-01260.jpg,0,False
89,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545003_-01260.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545063_-01200.jpg,0,False
90,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545063_-01200.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545123_-01140.jpg,0,False
91,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545123_-01140.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545183_-01080.jpg,0,False
92,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545183_-01080.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545243_-01020.jpg,0,False
93,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545243_-01020.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545303_-00960.jpg,0,False
94,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545303_-00960.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545363_-00900.jpg,0,False
95,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545363_-00900.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545423_-00840.jpg,0,False
96,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545423_-00840.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545483_-00780.jpg,0,False
97,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545483_-00780.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545543_-00720.jpg,0,False
98,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545543_-00720.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545603_-00660.jpg,0,False
99,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545603_-00660.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545663_-00600.jpg,0,False
100,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545663_-00600.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545723_-00540.jpg,0,False
101,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545723_-00540.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545783_-00480.jpg,0,False
102,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545783_-00480.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545843_-00420.jpg,0,False
103,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545843_-00420.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545903_-00360.jpg,0,False
104,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545903_-00360.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545963_-00300.jpg,0,False
105,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499545963_-00300.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546023_-00240.jpg,0,False
106,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546023_-00240.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546083_-00180.jpg,0,False
107,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546083_-00180.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546143_-00120.jpg,0,False
108,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546143_-00120.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546203_-00060.jpg,0,False
109,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546203_-00060.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546263_+00000.jpg,0,False
110,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546263_+00000.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546323_+00060.jpg,0,False
111,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546323_+00060.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546383_+00120.jpg,1,False
112,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546383_+00120.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546443_+00180.jpg,1,False
113,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546443_+00180.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546503_+00240.jpg,1,False
114,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546503_+00240.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546563_+00300.jpg,1,False
115,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546563_+00300.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546623_+00360.jpg,1,False
116,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546623_+00360.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546683_+00420.jpg,1,False
117,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546683_+00420.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546743_+00480.jpg,1,False
118,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546743_+00480.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546803_+00540.jpg,1,False
119,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546803_+00540.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546863_+00600.jpg,1,False
120,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546863_+00600.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546923_+00660.jpg,1,False
121,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546923_+00660.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546983_+00720.jpg,1,False
122,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499546983_+00720.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547043_+00780.jpg,1,False
123,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547043_+00780.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547103_+00840.jpg,1,False
124,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547103_+00840.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547163_+00900.jpg,1,False
125,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547163_+00900.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547223_+00960.jpg,1,False
126,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547223_+00960.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547283_+01020.jpg,1,False
127,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547283_+01020.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547343_+01080.jpg,1,False
128,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547343_+01080.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547403_+01140.jpg,1,False
129,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547403_+01140.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547463_+01200.jpg,1,False
130,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547463_+01200.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547523_+01260.jpg,1,False
131,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547523_+01260.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547583_+01320.jpg,1,False
132,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547583_+01320.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547643_+01380.jpg,1,False
133,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547643_+01380.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547703_+01440.jpg,1,False
134,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547703_+01440.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547763_+01500.jpg,1,False
135,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547763_+01500.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547823_+01560.jpg,1,False
136,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547823_+01560.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547883_+01620.jpg,1,False
137,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547883_+01620.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547943_+01680.jpg,1,False
138,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499547943_+01680.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548003_+01740.jpg,1,False
139,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548003_+01740.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548063_+01800.jpg,1,False
140,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548063_+01800.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548123_+01860.jpg,1,False
141,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548123_+01860.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548183_+01920.jpg,1,False
142,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548183_+01920.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548243_+01980.jpg,1,False
143,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548243_+01980.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548303_+02040.jpg,1,False
144,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548303_+02040.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548363_+02100.jpg,1,False
145,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548363_+02100.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548423_+02160.jpg,1,False
146,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548423_+02160.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548483_+02220.jpg,1,False
147,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548483_+02220.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548543_+02280.jpg,1,False
148,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548543_+02280.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548603_+02340.jpg,1,False
149,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548603_+02340.jpg,../data/train_data_set/20170708-Whittier-syp-n-mobo-c/1499548663_+02400.jpg,1,False
150,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672184_-01800.jpg,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672244_-01740.jpg,0,False
151,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672244_-01740.jpg,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672304_-01680.jpg,0,False
152,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672304_-01680.jpg,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672364_-01620.jpg,0,False
153,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672364_-01620.jpg,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672424_-01560.jpg,0,False
154,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672424_-01560.jpg,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672484_-01500.jpg,0,False
155,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672484_-01500.jpg,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672544_-01440.jpg,0,False
156,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672544_-01440.jpg,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672604_-01380.jpg,0,False
157,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672604_-01380.jpg,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672664_-01320.jpg,0,False
158,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672664_-01320.jpg,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672724_-01260.jpg,0,False
159,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672724_-01260.jpg,../data/train_data_set/20171207-Lilac-rm-s-mobo/1512672784_-01200.jpg,0,False
